PSA-Nr;Aufstellort;PLZ;Bezirk/Gebiet;Abschnitt von;Abschnitt bis;Stellplätze;Roter Punkt;Gebührenzeit;Gebühr je 20 Minuten;Höchstparkdauer;Tagesgebühr 4,00 €;GeoKoordinateNord;GeoKoordinateOst
1789;Bachemer Str. 43;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9308;6,9219
1790;Bachemer Str. 42;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;7;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9262648;6,9080419
1791;Park der Menschenrechte;;Lindenthal Süd I;Bachemer Str.;Universitätsstr.;21;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9310135;6,9254469
1792;Park der Menschenrechte/Bachemer Str. 27;;Lindenthal Süd I;Bachemer Str.;Universitätsstr.;22;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,937531;6,9602786
1793;Hans-Sachs-Str. 8-10;;Lindenthal Süd I;Bachemer Str.;Dürener Str.;13;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9306823;6,9205561
1794;Hans-Sachs-Str. 32-36;;Lindenthal Süd I;Bachemer Str.;Dürener Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9309974;6,9189757
1795;Hans-Sachs-Str. 27;;Lindenthal Süd I;Bachemer Str.;Dürener Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9309666;6,9189124
1796;Hans-Sachs-Str.;;Lindenthal Süd I;Bachemer Str.;Dürener Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9307843;6,9197927
1797;Nietzschestr. 4;;Lindenthal Süd I;Repgowstr.;Bachemer Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9300011;6,9261241
1798;Nietzschestr. 10;;Lindenthal Süd I;Repgowstr.;Bachemer Str.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9300011;6,9261241
1799;Rheinparkweg;50679;rrh. ohne BWP;Kennedy-Ufer;Auenweg;14;;Mo-So 09:00 - 23:00;0,50 €;14;;50,944935;6,970423
1800;Eckertstr. 14;;Lindenthal Süd I;An St. Laurentius;Bachemer Str.;36;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9301258;6,9250274
1801;Eckertstr. 1;;Lindenthal Süd I;An St. Laurentius;Bachemer Str.;30;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9289906;6,925609
1802;Repgowstr. 4;;Lindenthal Süd I;Universitätsstr.;Eckertstr.;19;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9295232;6,9265223
1803;An St. Laurentius;;Lindenthal Süd I;Weyertal;Eckertstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9287948;6,92551
1804;An St. Laurentius;;Lindenthal Süd I;Eckertstr.;Weyertal;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9287948;6,92551
1805;Krementzstr.;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;25;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9287948;6,92551
1806;Amalienstr. 6;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;23;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,92909;6,9222575
1807;Kringsweg;;Lindenthal Süd I;Weyertal;Wilhelm-Backhaus-Str.;21;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,92909;6,9222575
1808;Rheinparkweg;50679;rrh. ohne BWP;Kennedy-Ufer;Auenweg;11;;Mo-So 09:00 - 23:00;0,50 €;14;;50,944868;6,970546
1809;Weyertal;;Lindenthal Süd I;Bachemer Str.;Krementzstr.;4;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9286164;6,9227803
1810;Weyertal  146;;Lindenthal Süd I;Krementzstr.;Kringsweg;7;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9286164;6,9227803
1811;Weyertal;;Lindenthal Süd I;Gyrhofstr.;An St. Laurentius;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9286164;6,9227803
1812;Weyertal;;Lindenthal Süd I;An St. Laurentius;Amalienstr.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9286164;6,9227803
1813;Weyertal 98;;Lindenthal Süd I;Amalienstr.;Bachemer Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9286164;6,9227803
1814;Gyrhofstr.;;Lindenthal Süd I;Weyertal;Universitätsstr.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1815;Gyrhofstr. 2;;Lindenthal Süd I;Universitätsstr.;Weyertal;6;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1816;Gyrhofstr.;;Lindenthal Süd I;Universitätsstr.;Weyertal;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1817;Kringsweg 16;;Lindenthal Süd I;Robert-Koch-Str.;Wilhelm-Backhaus-Str.;34;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1818;Kringsweg 9-11;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Krementzstr.;22;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1819;Krementzstr. 9;;Lindenthal Süd I;Kringsweg;Wilhelm-Backhaus-Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1820;Krementzstr. 22;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Kringsweg;28;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9290831;6,9204186
1821;Heinestr. 14;;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,994806;6,8725288
1822;Heinestr. 28;;Lindenthal Süd I;Bardenheuer Str.;Gleueler Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9946562;6,8724891
1823;Bachemer Str. 57 - 59;;Lindenthal Süd I;Hans-Sachs-Str.;Schallstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9300388;6,9199983
1824;Bachemer Str. 64;;Lindenthal Süd I;Schallstr.;Hans-Sachs-Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9294664;6,9203245
1825;Schallstr. 4 - 6;;Lindenthal Süd I;Bachemer Str.;Immermannstr.;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9296072;6,9195555
1826;Immermannstr. 59;;Lindenthal Süd I;Schallstr.;Hans-Sachs-Str.;40;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9300985;6,9201948
1827;Immermannstr. 24 - 32;;Lindenthal Süd I;Schallstr.;Geibelstr.;30;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,93005;6,91792
1828;Schallstr. 29 - 31;;Lindenthal Süd I;Dürener Str.;Immermannstr.;19;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9303931;6,9185945
1829;Schallstr. 26;;Lindenthal Süd I;Immermannstr.;Dürener Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9307544;6,9187831
1830;Geibelstr. 23;;Lindenthal Süd I;Dürener Str.;Arno-Holz-Str.;7;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9297967;6,917191
1831;Geibelstr. 8;;Lindenthal Süd I;Bachemer Str.;Dürener Str.;25;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,92924;6,91801
1832;Geibelstr. 26;;Lindenthal Süd I;Bachemer Str.;Dürener Str.;25;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,930388;6,9171593
1833;Universitätsstr. 53;;Lindenthal Süd I;Bachemer Str.;Repgowstr.;20;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9302052;6,9267002
1834;Universitätsstr. 45;;Lindenthal Süd I;Repgowstr.;Gyrhofstr.;6;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9293302;6,9272048
1835;Albertus-Magnus-Platz;;Lindenthal Süd I;Universitätsstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9293302;6,9272048
1836;Albertus-Magnus-Platz;;Lindenthal Süd I;Universitätsstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9293302;6,9272048
1837;Universitätsstr. 77 (Mittelinsel);;Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9293302;6,9272048
1838;Universitätsstr. ggü. Liliencronstr. (Mittelinsel);;Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9293302;6,9272048
1839;Universitätsstr. (Mittelinsel);;Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,937531;6,9602786
1840;Universitättstr. 69 (Mittelinsel);;Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,937531;6,9602786
1841;Geibelstr. 3;;Lindenthal Süd I;Bachemer Str.;Gleueler Str.;12;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,937531;6,9602786
1842;Geibelstr. 2;;Lindenthal Süd I;Gleueler Str.;Bachemer Str.;6;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,937531;6,9602786
1843;Gleuler Str. 45;;Lindenthal Süd I;Bachemer Str.;Geibelstr.;6;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,937531;6,9602786
1844;Gleuler Str. 22;;Lindenthal Süd I;Joseph-Stelzmann-Str.;Kringsweg;5;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,937531;6,9602786
1845;Bachemer Str. 80;;Lindenthal Süd I;Gleueler Str.;Geibelstr.;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,937531;6,9602786
1846;Joseph-Stelzmann-Str. 36;;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;11;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,937531;6,9602786
1847;Joseph-Stelzmann-Str. 54;;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;11;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9264458;6,9195736
1848;Joseph-Stelzmann-Str. 62;;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;12;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9264458;6,9195736
1849;Gymnicher Str. 4;;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;22;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9264458;6,9195736
1850;Kerpener Str. 7;;Lindenthal Süd I;Universitätsstr.;Gymnicher Str.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9252797;6,9285039
1851;Kerpener Str. ggü. 5;;Lindenthal Süd I;Universitätsstr.;Gymnicher Str.;8;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9252797;6,9285039
1852;Weyertal;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9252797;6,9285039
1853;Weyertal;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9252797;6,9285039
1854;Weyertal;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9276289;6,9251481
1855;Weyertal;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9276289;6,9251481
1856;Weyertal 117;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9274071;6,9244993
1857;Weyertal;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9276289;6,9251481
1858;Weyertal 111;;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9289615;6,9238775
1859;Weyertal 57;;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9244537;6,9265223
1860;Weyertal 46;;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9245201;6,9268614
1861;Kerpener Str. 30;;Lindenthal Süd I;Weyertal;Robert-Koch-Str.;5;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,92493;6,92525
1862;Kerpener Str. 41 - 45;;Lindenthal Süd I;Weyertal;Robert-Koch-Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9244388;6,924738
1863;Kerpener Str. 33;;Lindenthal Süd I;Weyertal;Robert-Koch-Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,92445;6,92542
1864;Robert-Koch-Str. 2;;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9233843;6,924214
1865;Robert-Koch-Str.;;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,925865;6,9224815
1866;Robert-Koch-Str.;;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,925865;6,9224815
1867;Kerpener Str.;;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,924304;6,9234157
1868;Kerpener Str.;;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,924304;6,9234157
1869;Kerpener Str. 71 - 73;;Lindenthal Süd I;Joseph-Stelzmann-Str.;Robert-Koch-Str.;7;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9236225;6,9214649
1870;Kerpener Str. 55;;Lindenthal Süd I;Joseph-Stelzmann-Str.;Robert-Koch-Str.;8;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9241368;6,9233084
1871;Joseph-Stelzmann-Str. 5b;;Lindenthal Süd I;Kerpener Str.;Laudahnstr.;10;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9241368;6,9233084
1872;Joseph-Stelzmann-Str. 10;;Lindenthal Süd I;Laudahnstr.;Kerpener Str.;9;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9232092;6,9212953
1873;Joseph-Stelzmann-Str. 2;;Lindenthal Süd I;Laudahnstr.;Zülpicher Str.;9;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9232092;6,9212953
1874;Laudahnstr. 2 - 4;;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;30;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9232092;6,9212953
1875;Laudahnstr. 6;;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;29;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9233814;6,9223731
1876;Lindenhof 3;;Lindenthal Süd I;Joseph-Stelzmann-Str.;Joseph-Stelzmann-Str.;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9233814;6,9223731
1877;Joseph-Stelzmann-Str. 18;;Lindenthal Süd I;Kerpener Str.;Bardenheuerstr.;14;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9233814;6,9223731
1878;Joseph-Stelzmann-Str.;;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;4;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9253154;6,9199217
1879;Arno-Holz-Str. 20 - 26;;Lindenthal Süd I;Geibelstr.;Lindenburger Allee;20;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9253154;6,9199217
1880;Bardenheuerstr.;;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1881;Bardenheuerstr.;;Lindenthal Süd I;Joseph-Stelzmann-Str.;Robert-Koch-Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1882;Wilhelm-Backhaus-Str. 8;;Lindenthal Süd I;Gyrhofstr.;Bachemer Str.;32;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1883;Wilhelm-Backhaus-Str. 2;;Lindenthal Süd I;Bachemer Str.;Gyrhofstr.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1884;Wilhelm-Backhaus-Str. 6;;Lindenthal Süd I;Bachemer Str.;Gyrhofstr.;37;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1885;Gyrhofstr. 24;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Robert-Koch-Str.;23;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1886;Robert-Koch-Str. 32;;Lindenthal Süd I;Bardenheuer Str.;Kringsweg;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1887;Robert-Koch-Str. 44 - 50;;Lindenthal Süd I;Bardenheuer Str.;Kringsweg;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1888;Robert-Koch-Str. 54;;Lindenthal Süd I;Bardenheuer Str.;Kringsweg;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9263208;6,9205319
1889;Robert-Koch-Str. 30;;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9263208;6,9205319
1890;Robert-Koch-Str. 10;;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9251139;6,9233451
1891;Robert-Koch-Str. 16;;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;20;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;51,0016992;6,8784514
1892;Gyrhofstr.;;Lindenthal Süd I;Weyertal;Wilhelm-Backhaus-Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1893;Gyrhofstr.;;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;JA;50,9280716;6,9244173
1894;Schwerinstr. 56;;Nippes;Nordstr.;Blücherstr.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9675638;6,9580153
1895;Schwerinstr. 42;;Nippes;Nordstr.;Blücherstr.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,967;6,95801
1896;Bülowstr. 23;;Nippes;Blücherstr.;Nordstr.;28;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9669298;6,9565693
1897;Bülowstr. 33;;Nippes;Blücherstr.;Nordstr.;13;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,96726;6,9568285
1898;Bülowstr. 39;;Nippes;Blücherstr.;Nordstr.;13;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9679639;6,9566866
1899;Yorckstr.;;Nippes;Nordstr.;Blücherstr.;15;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9665316;6,9549273
1900;Yorckstr. 27;;Nippes;Nordstr.;Blücherstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,96697;6,95473
1901;Yorckstr. 24;;Nippes;Nordstr.;Blücherstr.;15;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9665316;6,9549273
1902;Nordstr. 104;;Nippes;Niehler Str.;Schwerinstr.;6;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9665316;6,9549273
1903;Nordstr. 100;;Nippes;Niehler Str.;Schwerinstr.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9665316;6,9549273
1904;Nordstr. 80;;Nippes;Schwerinstr.;Bülowstr.;10;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9680565;6,95772
1905;Nordstr. 27;;Nippes;Bülowstr.;Yorckstr.;7;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9682242;6,9566163
1906;Nordstr. 17a;;Nippes;Bülowstr.;Yorckstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,96821;6,95584
1907;Nordstr. 68;;Nippes;Bülowstr.;Yorckstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9680385;6,9560418
1908;Nordstr. 54;;Nippes;Bülowstr.;Yorckstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9680385;6,9560418
1909;Nordstr. 15;;Nippes;Yorckstr.;Neusser Str.;20;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9680632;6,9545275
1910;Nordstr. 11;;Nippes;Yorckstr.;Neusser Str.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9680632;6,9545275
1911;Waterloostr. 13;;Nippes;Bülowstr.;Yorckstr.;14;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,96742;6,95629
1912;Waterloostr. 2;;Nippes;Bülowstr.;Yorckstr.;19;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9673;6,95509
1913;Neusser Str. 356a;;Nippes;Nordstr.;Usambarastr.;7;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9673;6,95509
1914;Neusser Str. 374;;Nippes;Usambarastr.;Niehler Kirchweg;4;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,96932;6,9529
1915;Neusser Str. 404;;Nippes;Niehler Kirchweg;Mauenheimer Gürtel;11;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9741812;6,9506158
1916;Neusser Str. 416;;Nippes;Niehler Kirchweg;Mauenheimer Gürtel;10;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,97125;6,95223
